Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
88,42,7,82.48
45,98,3,66.6
49,94,6,78.92
76,74,6,85.43
95,86,4,87.76
100,79,2,77.95
44,46,2,42.26
73,92,3,76.31
88,51,3,69.39
70,88,3,73.16
70,72,8,86.44
91,85,4,83.71
47,74,1,52.64
94,77,3,78.93
95,41,5,73.9
65,73,1,56.38
61,79,6,82.32
50,89,8,85.46
78,42,4,64.38
70,60,7,81.37
97,47,8,90.36
52,43,8,69.98
93,44,4,72.07
78,64,7,85.15
95,84,4,85.56
58,39,8,71.12
100,59,4,80.62
47,90,4,70.79
42,74,3,60.64
95,65,7,91.65
79,72,4,77.1
88,59,3,70.15
64,45,4,59.4
84,51,1,59.2
66,75,3,69.21
95,52,3,73.64
79,91,4,81.57
47,73,8,77.99
88,37,3,60.09
93,74,5,84.98
90,60,5,78.0
58,44,2,46.04
76,94,6,94.94
69,43,4,63.02
96,79,6,95.97
43,96,1,61.79
84,91,3,79.81
92,74,6,91.2
95,42,8,84.91
61,47,1,45.28
79,42,4,62.43
80,92,3,79.09
41,61,8,73.17
89,90,7,98.68
45,44,4,52.14
59,95,1,66.06
95,62,6,87.05
73,61,5,73.77
82,97,3,86.34
65,35,8,71.68
72,66,7,81.34
72,90,8,96.61
49,99,3,71.81
87,52,5,73.01
78,74,3,75.56
54,79,8,86.4
85,90,6,95.52
92,97,3,84.61
89,97,3,83.58
84,97,4,88.52
85,41,1,57.35
51,73,8,82.66
87,84,8,98.53
41,50,5,55.24
73,97,4,86.3
73,98,3,77.5
72,82,5,80.31
74,51,8,83.55
94,92,6,96.55
94,77,7,98.74
58,38,7,67.09
52,61,4,61.15
87,43,7,80.85
72,56,7,79.85
93,70,3,78.2
55,47,8,75.39
85,40,3,64.62
53,84,2,64.54
80,75,5,82.76
43,74,8,77.46
67,67,3,66.52
80,75,4,78.68
65,84,3,70.78
58,96,8,95.8
46,98,7,86.95
52,77,8,81.03
53,65,5,68.25
93,35,2,58.08
47,46,2,43.24
42,42,6,58.33
93,36,3,60.65
80,96,7,95.72
70,82,7,88.35
95,42,1,59.17
91,60,1,64.99
92,40,3,63.66
98,35,7,80.05
64,81,8,92.66
42,83,5,67.49
70,85,4,80.5
99,91,3,89.5
65,60,2,59.04
74,81,6,84.71
82,89,1,73.23
71,91,2,71.07
43,84,6,73.36
89,83,2,77.83
56,97,6,83.4
59,50,8,78.36
62,98,7,93.29
80,75,5,82.94
44,38,8,67.47
56,94,4,78.44
67,63,2,58.16
79,95,5,92.39
81,94,8,103.01
68,96,8,99.99
65,83,4,75.1
56,59,5,68.97
68,97,7,94.89
80,57,2,64.09
96,59,5,83.44
97,62,8,97.42
55,69,5,71.28
76,42,4,61.16
51,99,1,66.63
79,59,8,89.82
49,69,7,76.17
50,88,8,86.67
100,59,8,97.98
100,37,6,78.24
97,36,1,57.49
40,59,7,70.04
95,53,5,81.44
64,56,3,59.73
50,44,5,60.52
59,53,6,69.46
74,50,2,55.41
100,76,6,94.73
42,85,5,71.1
46,81,7,80.22
85,98,2,79.13
96,98,4,91.9
92,95,1,78.19
61,43,5,61.74
49,84,8,88.11
45,65,4,61.61
89,96,4,90.28
71,100,1,71.7
44,98,4,73.35
77,63,5,75.57
43,55,3,51.6
53,83,3,67.52
84,55,5,76.32
52,68,5,66.63
63,93,6,84.37
91,41,1,56.21
86,65,2,69.49
66,81,4,74.4
60,43,1,43.77
91,94,8,107.74
58,61,4,62.63
44,50,1,44.14
93,56,2,65.96
46,72,6,73.07
46,65,4,58.74
52,56,7,70.35
53,53,6,66.54
97,40,4,72.39
43,86,1,53.44
77,85,4,83.57
59,50,3,54.56
81,91,7,98.52
58,97,1,65.55
61,90,5,78.24
65,40,1,44.24
98,66,7,91.14
96,68,8,99.1
80,59,4,72.47
87,46,6,77.35
85,69,3,75.74
53,45,6,61.9
55,91,4,76.74
67,36,3,52.06
56,97,8,91.2
44,43,6,61.39
54,51,8,74.32
85,80,8,96.28
81,72,4,77.62
79,51,3,61.55
85,54,7,83.44
99,51,5,77.72
45,74,8,82.32
92,36,5,68.48
52,65,4,64.94
50,59,3,57.26
83,66,8,94.43
90,56,6,79.96
78,37,3,58.05
64,64,1,53.81
75,86,2,72.19
84,81,4,82.18
64,36,5,60.36
80,58,3,66.0
88,66,1,63.61
52,83,2,59.01
65,53,3,59.27
65,35,6,64.11
93,84,1,76.03
51,64,2,52.37
98,60,4,76.75
69,90,7,92.39
86,53,4,70.8
97,36,8,84.13
70,55,5,71.7
94,39,3,66.52
41,74,1,51.22
95,83,4,89.93
84,49,1,55.15
57,68,7,79.38
51,59,6,69.99
99,41,5,75.06
99,74,8,101.43
82,86,5,90.18
100,38,7,80.64
61,73,3,66.01
70,75,7,84.19
93,73,2,72.25
96,80,8,102.1
61,51,8,79.52
68,80,5,79.12
73,85,3,76.4
43,35,3,42.91
63,53,4,62.26
62,66,8,82.59
70,43,5,62.69
66,58,4,64.63
81,54,4,72.45
47,77,7,76.26
54,63,4,60.32
77,37,5,65.21
98,69,6,92.27
74,54,3,63.57
40,86,2,56.56
92,42,4,70.93
50,41,7,61.64
74,64,2,63.36
48,97,6,80.53
54,91,4,75.43
86,61,5,78.45
72,65,7,80.57
51,76,5,70.96
47,80,5,70.73
84,92,8,101.72
47,49,6,64.84
55,98,1,67.47
47,47,7,66.32
64,44,6,67.87
40,88,5,73.33
44,74,1,52.76
41,50,8,68.01
61,50,5,64.67
100,44,3,68.75
78,57,2,64.56
88,65,7,87.05
69,78,6,81.93
88,35,4,64.63
86,53,2,66.44
51,63,7,72.46
86,84,1,74.47
56,74,5,72.15
61,100,4,78.42
69,74,5,76.25
47,94,4,74.93
88,75,5,83.25
51,57,5,64.69
54,62,8,76.98
76,73,3,69.44
48,64,3,59.41
80,52,6,75.8
47,68,5,67.43
57,92,6,80.61
93,88,3,86.7
82,43,7,77.23
42,77,5,69.6
94,41,2,62.28
71,54,1,54.04
52,84,3,65.83
51,55,3,52.08
78,36,3,60.26
95,39,2,62.9
60,70,5,72.57
96,93,3,86.23
73,72,5,77.15
48,95,3,69.88
63,35,1,41.96
45,57,4,58.3
64,99,1,68.92
74,88,5,87.18
97,95,8,106.07
84,63,4,72.82
64,69,3,63.73
54,92,3,68.21
73,95,8,101.64
89,94,4,90.49
83,88,4,82.51
98,97,4,95.09
91,92,2,80.84
43,79,4,63.35
59,96,7,87.04
52,80,8,87.04
62,70,7,80.14
65,57,6,70.79
66,100,6,88.07
99,58,1,65.91
77,89,1,73.39
99,38,4,70.52
96,93,5,95.42
78,65,5,77.51
81,66,4,76.37
95,73,2,72.34
99,52,5,82.72
87,81,2,74.81
59,45,2,48.69
70,44,7,72.32
56,42,5,60.0
73,66,2,64.59
64,66,2,57.91
83,65,4,75.92
53,100,1,67.93
44,44,1,40.87
69,64,4,70.03
70,67,8,85.93
58,100,8,96.33
40,48,8,69.99
59,92,2,71.17
42,58,8,69.31
88,62,8,93.68
95,64,7,91.69
57,65,1,50.34
68,37,2,48.81
54,82,7,82.01
66,85,6,86.82
55,43,2,49.39
95,68,3,78.43
83,60,1,61.8
50,57,3,52.03
51,70,3,61.62
81,63,7,87.81
78,79,5,80.41
98,78,8,100.47
68,57,4,68.63
45,78,7,75.33
68,67,2,62.37
42,45,2,42.78
99,94,5,99.81
87,93,5,94.66
94,70,5,83.18
79,87,6,87.72
57,79,7,82.21
48,83,4,66.78
82,69,2,66.66
49,40,3,46.03
63,65,3,61.53
94,40,5,71.24
75,100,1,71.59
45,59,6,64.2
64,54,5,66.66
70,78,5,77.26
53,72,2,59.57
57,97,2,68.05
56,83,6,76.88
60,94,5,80.29
51,40,4,52.12
86,62,8,90.47
78,95,4,82.24
83,47,8,81.9
92,68,7,89.7
93,83,2,79.18
54,86,4,72.45
95,82,5,92.43
51,90,3,68.03
67,85,5,81.71
96,64,8,93.72
45,85,1,56.97
46,40,5,53.08
66,58,6,71.96
71,73,1,63.72
59,45,3,54.79
61,83,6,81.9
70,61,8,82.56
83,87,4,84.65
71,90,3,75.83
54,86,3,70.17
51,60,6,69.25
42,64,8,73.74
75,85,6,89.53
45,88,5,70.6
53,41,5,59.09
56,70,5,73.02
72,69,5,77.59
51,92,2,63.71
80,70,2,67.67
52,79,1,57.08
51,70,7,73.73
54,52,4,56.83
95,84,3,80.67
69,91,2,71.0
44,98,7,86.39
47,38,2,42.17
66,72,2,60.9
44,97,1,62.51
68,79,1,64.88
85,42,7,77.37
100,57,5,83.83
61,40,2,51.1
56,36,8,67.43
56,51,8,75.37
58,87,3,69.07
91,59,2,65.05
59,65,2,57.47
90,73,3,77.18
46,47,1,38.73
40,37,5,51.26
43,35,2,36.39
69,90,6,86.74
71,96,8,101.06
59,65,7,78.58
50,36,8,68.5
85,94,2,82.26
73,64,6,81.52
48,76,2,54.63
61,57,5,64.41
54,45,5,60.45
67,48,2,56.63
56,75,5,71.54
88,53,3,66.36
100,93,5,99.58
47,58,8,72.4
60,79,1,61.82
97,65,8,99.36
84,49,8,87.07
74,63,8,89.72
58,96,8,96.01
48,95,2,63.71
97,39,4,67.86
72,86,6,86.97
52,40,5,56.65
71,55,1,52.67
97,88,1,77.67
56,42,5,61.9
80,38,5,65.13
58,51,7,72.16
72,91,1,70.64
72,84,1,67.51
100,58,1,68.33
78,56,8,83.48
86,42,2,61.36
82,84,4,83.77
58,82,2,66.74
64,44,6,68.17
42,40,6,57.78
56,80,1,61.24
92,54,4,73.53
81,55,3,64.28
96,87,2,81.82
82,98,2,77.74
84,65,4,75.28
93,60,2,68.88
76,47,2,58.73
55,35,3,47.39
89,72,3,75.7
84,87,4,83.52
48,87,1,55.02
73,98,6,93.14
58,48,5,62.92
76,84,6,89.95
99,45,6,79.31
75,74,8,93.36
92,47,1,57.08
40,80,5,70.48
65,82,4,74.47
71,69,7,84.38
82,44,6,72.39
71,98,2,78.36
92,56,4,73.54
75,44,1,53.05
46,95,5,76.03
67,88,4,79.29
85,75,7,90.36
44,42,5,51.79
41,87,5,71.4
100,51,1,64.86
98,83,1,78.34
58,63,4,61.46
65,56,5,69.69
52,100,8,92.01
84,84,6,94.02
95,83,2,77.87
79,61,1,61.95
65,95,1,70.34
98,87,4,88.33
88,71,8,96.74
60,46,7,72.08
56,92,2,68.03
90,58,6,85.91
100,79,1,77.12
99,94,8,106.67
88,47,8,87.27
58,49,6,65.48
70,60,7,77.29
46,95,3,68.68
71,61,4,68.15
62,85,5,81.0
76,49,6,76.62
97,93,8,106.19
47,65,1,50.51
47,95,7,82.97
77,43,2,53.76
85,63,3,72.62
89,55,5,77.95
47,84,2,57.88
88,93,4,90.29
79,99,2,79.46
58,53,2,52.7
47,83,4,65.3
52,42,2,42.79
96,66,8,97.34
43,48,3,48.57
44,90,5,71.05
91,49,6,79.2
59,79,4,74.19
47,53,6,61.47
78,64,2,63.58
65,36,1,42.92
93,83,3,83.09
77,40,1,53.21
43,37,1,34.82
41,65,8,75.59
75,48,5,67.23
50,93,2,64.7
44,56,2,45.93
69,73,8,87.89
47,54,1,42.09
64,77,8,88.22
52,86,3,64.44
47,42,5,53.17
71,53,6,73.55
57,78,7,79.85
74,35,3,56.93
47,47,7,66.5
55,45,1,41.14
41,90,2,59.42
58,89,6,79.98
41,35,2,37.08
52,54,1,45.51
82,53,2,63.83
46,43,2,40.79
94,94,4,89.66
96,57,1,63.13
92,76,3,82.19
55,96,4,76.76
78,62,2,66.33
72,56,6,74.6
46,63,7,72.86
58,67,8,84.42
74,35,8,74.8
61,94,3,75.89
40,80,2,55.06
64,56,1,53.73
48,64,2,51.65
82,70,6,82.07
94,57,2,70.04
66,49,3,57.33
50,71,6,73.56
51,99,8,91.85
73,90,3,75.2
49,54,8,73.7
98,65,7,91.49
59,97,3,76.04
78,89,1,73.78
96,86,2,82.21
65,86,5,78.62
70,74,3,71.4
40,84,4,68.3
91,59,1,66.19
73,37,4,59.61
51,79,3,61.7
49,97,5,76.31
55,56,6,69.83
100,88,2,82.64
81,52,5,71.73
71,98,8,102.38
96,57,2,68.52
64,43,2,48.93
68,100,8,96.97
44,99,2,66.02
70,77,4,72.1
74,96,6,94.67
98,47,3,72.21
47,77,2,57.79
65,75,8,89.36
77,47,2,55.78
58,49,1,44.47
55,76,7,83.14
95,86,4,85.83
85,37,1,52.49
79,94,1,73.52
64,95,2,73.17
97,91,3,85.18
66,88,1,66.67
99,53,8,94.32
53,97,5,77.06
42,94,3,66.68
65,97,5,87.1
67,86,3,76.17
73,75,7,84.93
54,70,3,63.1
80,35,5,67.84
75,56,3,67.15
56,73,3,66.49
83,45,7,77.21
53,72,7,75.88
49,55,1,44.03
89,35,6,74.19
85,57,8,91.22
52,76,5,73.95
78,76,4,75.07
80,47,3,65.09
48,39,3,47.74
76,90,8,97.33
94,49,4,74.78
84,91,3,82.77
86,68,8,92.02
56,49,5,64.95
48,39,2,45.54
58,98,4,78.51
99,51,8,91.75
75,93,4,80.89
83,53,2,65.26
54,49,1,42.4
51,96,2,64.5
82,53,3,64.86
77,90,5,87.48
67,37,7,66.65
49,38,6,61.04
61,80,2,62.97
50,95,5,75.66
70,61,4,66.3
44,78,8,79.27
100,44,1,62.19
68,43,5,67.26
83,84,5,86.32
48,87,4,67.48
74,35,3,56.85
41,55,4,53.31
92,78,8,102.12
79,91,4,86.01
84,53,1,60.6
96,43,4,72.56
55,86,6,79.52
82,57,6,81.77
84,65,7,88.68
73,58,3,62.13
61,77,2,61.33
96,91,8,106.85
83,62,4,73.69
81,76,7,89.75
74,73,5,80.17
65,36,8,70.5
96,60,6,86.94
66,100,5,88.54
83,70,8,93.41
58,65,3,59.21
72,90,6,91.2
87,70,5,81.9
61,72,7,83.13
52,38,5,53.83
87,38,3,62.85
41,43,5,56.0
97,59,2,68.37
42,91,6,77.69
76,89,6,92.1
85,35,4,66.1
73,82,2,70.2
100,70,4,83.18
88,48,6,75.8
68,43,7,74.12
67,70,5,72.31
82,97,5,91.81
81,78,4,79.24
43,91,5,73.56
61,40,8,72.39
66,50,3,58.89
64,74,3,65.72
84,82,8,96.03
73,69,7,86.74
66,80,6,82.8
95,98,4,92.73
60,73,8,86.26
100,64,2,70.74
45,47,2,46.04
55,76,8,82.14
91,91,6,98.01
48,91,4,73.19
77,73,5,81.99
53,62,5,66.64
74,64,6,81.54
56,59,6,67.45
50,51,7,69.66
96,52,5,77.38
50,63,7,74.92
95,97,1,83.27
89,62,1,67.11
41,36,3,41.68
68,46,2,55.76
75,64,4,71.45
53,47,3,49.04
66,35,4,58.88
64,37,3,49.66
93,99,2,85.19
52,74,5,70.87
55,87,8,91.34
44,77,2,55.06
78,67,5,80.08
70,45,3,55.79
64,98,4,78.48
79,43,5,68.1
41,78,3,61.86
97,100,8,107.95
90,46,3,65.43
49,73,8,82.07
84,39,5,66.45
40,66,3,54.22
69,55,6,71.11
41,82,4,63.21
99,38,1,59.46
85,79,3,80.36
50,77,5,73.63
61,40,2,50.55
98,86,5,91.43
46,100,1,59.56
78,43,7,78.24
75,94,8,97.21
84,59,5,79.5
61,82,7,83.14
77,61,6,81.71
94,83,1,77.56
53,69,1,49.93
95,52,6,84.04
92,57,7,88.75
40,40,7,61.18
100,61,3,76.52
63,85,8,88.54
60,71,1,53.88
84,92,4,87.15
60,93,4,77.03
90,91,4,88.44
66,83,5,77.09
82,53,1,56.06
45,85,3,66.8
90,99,4,92.13
48,71,3,61.17
87,41,2,62.13
81,49,7,80.54
95,39,8,83.46
44,83,1,56.15
40,61,7,69.17
61,46,2,50.65
40,62,2,48.99
100,37,2,61.55
45,35,5,50.08
63,83,6,84.6
69,61,3,62.78
51,83,8,87.59
73,80,4,76.55
55,84,7,84.44
52,90,5,79.14
57,77,1,59.47
56,40,8,69.58
81,66,5,78.93
66,88,8,92.75
57,48,5,62.72
65,50,6,72.59
98,65,8,100.09
57,95,6,82.56
63,39,5,60.63
87,39,5,72.46
100,40,5,76.7
66,69,7,79.85
66,94,5,83.02
70,85,2,72.64
44,79,3,61.81
42,46,8,64.85
67,93,6,87.99
72,41,8,74.79
75,74,1,63.11
94,77,1,73.25
84,95,3,83.58
92,60,3,75.07
66,93,7,89.86
81,50,3,63.51
76,98,5,91.65
64,78,1,61.11
83,52,3,63.01
90,68,8,95.67
82,79,5,83.6
76,39,8,80.84
55,50,3,53.41
90,49,5,74.73
60,44,6,65.33
82,42,8,82.67
58,71,2,60.42
87,55,2,63.5
64,66,8,83.9
77,93,7,98.17
59,51,2,49.22
50,56,1,44.33
96,86,5,94.54
46,68,2,56.14
48,40,3,46.57
59,52,5,63.08
98,48,7,87.62
48,96,1,63.71
47,79,8,85.32
51,95,1,65.03
60,71,7,81.74
94,48,2,64.33
56,43,1,40.84
89,97,1,75.69
81,57,5,77.26
84,97,6,97.91
82,64,4,75.16
57,53,7,72.44
71,75,8,87.71
73,48,8,80.47
50,67,8,80.96
78,68,2,63.41
97,62,4,79.39
93,86,2,78.72
88,99,2,80.38
96,79,4,84.45
83,53,6,78.61
72,47,1,53.55
84,88,7,94.47
64,43,5,61.43
43,95,7,82.98
68,94,1,69.8
100,60,6,87.24
45,46,7,63.24
68,62,1,56.36
77,92,1,69.34
88,79,4,83.58
72,91,8,99.88
89,97,6,95.55
90,61,3,70.38
80,55,6,75.19
91,67,3,77.49
71,57,6,76.71
81,64,7,88.04
45,64,6,66.27
75,96,8,101.83
47,47,3,51.15
40,55,3,49.97
65,97,8,95.34
100,39,7,81.82
90,55,3,68.69
62,76,8,85.66
59,69,7,79.69
42,95,8,89.32
54,97,2,71.31
83,55,7,84.26
62,90,5,83.1
72,45,5,65.82
99,36,3,67.28
45,68,5,68.11
84,85,7,96.37
68,82,3,71.27
77,46,2,60.14
91,87,3,84.52
43,48,7,63.29
49,56,7,69.12
84,69,2,70.79
50,37,3,46.24
99,43,8,86.59
57,47,6,68.08
65,83,5,76.35
84,72,8,94.58
79,81,7,93.25
52,87,7,84.51
50,35,6,57.66
59,95,2,67.17
61,87,6,84.72
99,65,2,72.65
77,88,5,87.0
100,67,5,84.75
86,73,3,75.41
48,77,1,53.69
57,94,1,67.18
54,100,7,88.43
70,48,7,74.72
68,41,4,56.61
74,62,8,86.97
50,40,4,50.7
97,92,5,97.8
76,81,3,74.62
51,70,4,65.43
64,79,3,66.67
85,74,4,80.13
89,88,8,101.31
81,38,3,60.41
71,48,8,80.16
79,36,2,53.11
88,50,2,60.78
74,59,6,78.04
43,63,5,62.41
60,40,2,50.02
43,53,7,64.54
86,85,5,91.22
93,70,6,88.83
40,86,6,77.27
80,51,7,80.94
63,77,1,61.22
97,41,3,70.16
89,36,4,66.71
94,39,5,74.2
64,36,4,56.7
84,78,8,95.53
69,94,8,95.42
64,98,6,90.9
89,90,1,74.63
47,83,8,81.87
47,90,4,70.74
55,51,4,57.36
43,42,3,45.36
68,62,8,84.37
71,54,7,76.26
79,63,8,88.38
63,55,1,53.29
69,65,6,76.33
85,64,6,86.04
80,78,8,93.44
48,84,1,56.99
60,98,1,66.45
100,44,7,86.26
64,63,7,79.07
56,84,1,58.15
44,87,1,56.25
98,92,2,81.34
70,52,4,66.94
71,95,1,68.68
87,61,4,73.83
72,35,2,48.59
70,81,3,73.21
84,85,4,81.53
81,52,8,87.53
50,63,2,54.75
72,99,3,81.79
84,100,6,99.22
61,55,7,72.41
74,39,1,49.58
97,62,6,86.27
60,86,8,90.33
93,59,5,78.98
51,71,1,54.0
57,45,5,62.28
48,54,6,63.35
94,77,2,74.92
96,35,1,57.88
66,62,6,76.44
86,63,6,85.45
52,49,3,49.79
40,63,8,73.36
56,86,1,59.74
91,88,2,82.02
88,80,1,69.57
86,49,6,80.76
45,81,3,62.37
40,88,3,64.25
88,67,5,79.45
69,94,2,72.7
80,48,6,76.52
68,35,3,53.98
61,65,1,51.57
98,89,3,86.52
99,45,2,63.67
54,65,1,49.08
89,64,1,64.39
45,52,8,67.82
78,98,5,91.48
92,53,3,67.07
68,37,2,51.21
65,51,8,81.37
66,59,8,79.55
59,88,6,84.44
75,69,2,66.93
59,66,7,75.72
47,87,3,64.2
61,48,3,54.39
99,95,4,92.39
88,77,2,74.35
74,46,6,73.76
57,93,3,74.72
77,78,8,94.32
83,62,5,79.72
50,67,7,72.55
52,86,7,85.1
54,64,7,74.87
69,83,2,70.0
86,82,6,88.28
56,48,7,67.32
44,65,7,73.41
56,53,2,48.89
99,99,6,104.1
97,45,2,62.8
53,98,6,84.77
62,39,2,50.43
60,78,3,68.89
64,41,4,59.27
95,67,3,77.4
66,51,8,79.97
76,40,6,70.26
65,47,1,49.91
77,75,8,94.78
53,73,2,57.14
65,49,6,69.63
61,56,1,51.4
97,53,5,80.98
92,95,8,109.57
72,83,2,70.32
75,93,2,73.2
60,75,4,67.07
90,40,3,65.35
71,39,2,51.65
94,62,4,81.32
55,91,7,88.08
50,100,4,78.03
57,46,1,47.99
89,59,8,90.92
49,51,4,55.09
63,60,8,80.63
54,100,1,65.36
85,92,6,93.31
83,48,5,72.08
55,98,2,67.68
59,64,7,79.13
54,64,3,57.28
100,55,4,78.6
73,99,7,98.13
80,81,3,73.68
61,59,8,82.15
81,89,6,92.01
93,67,1,65.69
53,44,5,56.03
62,99,8,94.79
87,40,6,74.33
92,61,5,82.65
94,38,1,54.94
57,49,2,50.96
88,58,7,83.58
40,73,1,48.69
71,73,4,72.24
43,41,4,48.86
79,71,2,66.47
66,44,4,60.69
94,81,3,79.24
57,45,5,59.12
72,42,8,80.52
86,54,2,64.21
67,53,4,61.82
44,68,6,66.02
90,47,2,65.47
47,64,7,74.89
92,88,3,82.14
43,61,7,67.14
51,54,1,44.5
85,52,1,60.81
79,68,4,72.6
41,97,4,72.18
59,50,5,63.17
69,78,7,87.41
81,97,1,74.06
89,52,6,80.0
48,60,2,48.54
79,91,8,101.69
41,49,3,46.63
42,70,7,74.11
78,39,6,69.38
67,62,7,78.15
83,72,1,65.83
48,76,3,60.25
52,91,2,65.47
58,56,2,50.78
48,63,6,69.88
71,42,1,47.28
45,76,5,69.79
71,86,6,85.88
41,89,8,85.63
55,42,5,57.36
44,90,7,81.47
78,88,7,96.75
84,86,3,78.27
82,71,7,87.22
51,53,6,65.56
70,74,2,68.18
71,39,5,62.2
57,50,1,44.14
80,50,3,63.26
96,75,8,102.99
91,40,8,83.5
79,53,2,63.57
54,74,7,80.27
79,35,5,63.25
96,41,4,68.03
57,73,4,68.43
42,98,3,70.31
55,64,2,53.26
85,87,7,99.42
94,63,8,94.65
98,43,2,64.49
96,54,7,85.58
55,68,1,55.53
71,59,3,61.25
91,48,2,61.83
91,41,7,81.52
92,37,6,77.43
63,55,2,52.28
65,91,2,72.6
90,99,1,78.36
55,67,4,63.94
85,57,5,76.51
49,74,6,71.5
57,52,8,76.92
96,76,3,79.63
94,40,8,84.65
69,59,6,74.37
57,36,7,67.59
67,54,2,58.87
53,78,6,77.84
97,63,6,86.98
53,52,4,55.54
92,87,2,77.03
65,81,2,65.33
81,61,7,81.92
40,63,4,60.19
65,49,6,70.0
89,67,8,95.33
81,55,1,58.37
86,42,2,56.7
53,36,2,41.91
99,87,5,92.41
48,74,3,62.03
58,57,8,77.47
70,60,8,81.84
84,58,4,71.57
43,94,7,83.93
63,38,1,45.43
90,48,4,72.33
100,55,1,64.44
64,44,6,64.36
72,66,3,69.9
44,97,7,83.77
90,42,8,87.3
87,53,3,65.95
53,35,8,70.19
93,64,2,68.99
99,85,2,83.68
79,90,5,85.94
68,77,8,92.02
42,56,7,70.0
90,94,6,98.63
72,63,1,55.61
47,79,7,79.97
46,81,8,85.17
66,82,7,85.18
87,84,5,86.0
97,44,4,73.73
63,70,5,70.82
93,49,7,83.84
44,42,5,54.25
69,46,6,67.28
100,42,4,75.09
61,72,7,78.97
65,94,5,80.63
62,95,6,85.61
61,36,4,56.87
63,46,8,78.33
69,100,5,85.4
41,56,4,54.71
43,95,7,85.78
90,63,2,66.89
72,98,8,102.08
88,90,3,82.76
56,73,2,57.26
40,67,4,57.64
64,72,5,73.59
52,64,5,63.7
84,76,3,76.21
84,91,4,83.91
72,56,3,63.11
68,89,4,77.58
85,95,1,73.45
67,38,6,67.22
90,46,1,59.12
74,88,2,72.98
97,76,5,89.86
69,41,7,72.27
47,64,4,59.83
46,67,8,79.73
91,66,4,76.38
55,63,3,58.86
42,36,1,36.5
88,89,7,96.35
42,41,5,54.99
89,41,6,77.26
49,100,7,86.01
71,84,7,90.16
72,87,1,65.01
56,60,2,56.08
42,64,5,61.68
63,63,5,68.38
52,41,8,70.24
99,52,2,68.94
79,100,3,82.04
80,59,4,68.93
66,86,4,79.28
72,70,5,74.55
73,76,4,73.7
59,64,6,75.14
58,73,5,71.95
96,96,1,80.44
80,36,5,67.71
82,84,3,78.77
70,68,1,60.32
51,80,5,74.02
72,59,1,54.05
40,90,1,54.66
49,59,2,53.69
95,86,3,85.75
56,57,2,55.43
48,91,2,64.52
70,81,2,68.79
77,48,7,77.72
46,58,1,43.63
61,83,5,78.17
60,49,1,46.08
68,43,4,60.64
45,45,1,38.52
87,85,6,90.27
48,47,5,55.1
76,60,6,75.81
79,89,6,90.63
73,39,3,54.84
59,58,4,61.96
58,38,3,49.15
41,96,1,56.16
72,47,4,65.19
86,76,2,74.25
80,47,3,60.18
89,43,8,81.88
46,65,6,66.35
58,42,7,69.13
80,75,7,91.59
41,87,5,72.82
85,93,4,89.96
84,98,2,78.38
92,62,8,93.46
44,72,4,59.87
70,46,8,78.61
98,91,2,85.14
45,85,8,83.34
57,40,2,44.3
90,50,5,76.89
93,97,4,90.1
80,66,7,85.98
83,69,8,90.03
59,75,6,74.96
98,44,7,87.18
45,52,4,52.84
41,100,5,75.81
79,64,7,83.18
80,56,6,81.37
68,60,2,57.73
91,44,5,71.22
60,37,2,48.58
78,49,1,52.3
87,76,8,97.08
57,85,8,87.28
54,99,2,68.81
55,91,7,86.74
87,63,5,80.66
66,86,7,89.22
45,79,8,82.45
68,64,4,69.37
65,49,7,72.63
79,97,3,84.5
83,98,2,79.83
98,86,1,74.72
69,100,5,89.4
73,64,6,78.42
94,76,5,86.42
85,88,2,77.36
47,37,7,61.53
91,53,4,74.72
96,44,8,86.06
55,52,4,60.03
40,77,3,58.45
52,35,4,48.74
79,97,1,74.38
85,38,7,77.7
77,80,5,81.84
58,87,1,60.87
93,76,8,100.98
67,77,5,79.93
98,60,3,76.28
58,84,7,85.63
70,70,1,57.32
77,49,4,65.27
87,80,2,73.08
63,43,3,56.88
43,51,1,38.6
54,68,7,76.24
90,94,2,84.29
42,86,7,76.42
62,77,6,82.17
43,69,1,51.47
79,82,1,69.47
95,38,2,62.27
41,99,3,69.25
62,62,3,64.55
92,82,7,100.12
66,96,1,69.28
77,37,5,66.69
79,56,2,60.74
61,66,7,81.41
83,85,3,79.45
69,88,6,84.75
40,40,2,41.78
66,40,2,53.14
96,79,6,92.37
93,97,5,96.11
88,41,2,60.34
98,85,2,79.93
75,92,1,68.69
76,53,5,69.99
55,58,2,53.35
62,39,6,65.21
58,54,7,73.85
63,91,6,88.53
82,40,8,78.19
44,77,2,55.67
73,97,3,81.77
79,72,4,79.34
72,51,6,70.72
71,93,6,92.56
63,88,3,74.52
67,72,3,65.46
75,40,6,68.46
69,88,4,79.57
56,67,7,74.43
80,64,1,64.25
62,84,7,86.86
56,46,4,59.57
89,94,5,94.03
95,70,2,74.94
61,51,6,67.98
93,64,3,75.07
70,58,8,86.08
73,72,7,85.85
42,78,1,51.62
100,63,4,79.97
86,45,5,73.78
42,87,5,69.35
94,48,3,66.07
58,68,4,64.27
82,100,1,76.79
79,99,6,94.66
70,98,3,80.55
46,35,2,40.7
55,61,5,67.67
87,48,2,62.99
88,98,5,92.63
94,100,1,80.39
98,55,8,95.72
93,99,8,110.51
76,53,3,64.56
